5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Occ (%),Lane 2 Flow (Veh/5 Minutes),Lane 2 Occ (%),Lane 3 Flow (Veh/5 Minutes),Lane 3 Occ (%),# Lane Points_x,% Observed_x,Lane 1 Speed (mph),Lane 1 Q (mph),Lane 2 Speed (mph),Lane 2 Q (mph),Lane 3 Speed (mph),Lane 3 Q (mph),# Lane Points_y,% Observed_y,Station_ID,Station_Type,Latitude,Longitude,# Lane Points,% Observed,Lane 4 Flow (Veh/5 Minutes),Lane 4 Occ (%),Lane 4 Speed (mph),Lane 4 Q (mph)
2024-12-30 05:45:00,113,6.1,184.0,10.8,129.0,8.8,3.0,0.0,72.3,72.3,70.1,70.1,63.1,63.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 05:50:00,111,6.0,181.0,10.6,127.0,8.7,3.0,0.0,72.3,72.3,70.1,70.1,63.1,63.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 05:55:00,108,5.9,176.0,10.4,124.0,8.5,3.0,0.0,72.1,72.1,69.9,69.9,62.9,62.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:00:00,108,5.9,176.0,10.4,124.0,8.5,3.0,0.0,70.2,70.2,68.1,68.1,61.2,61.2,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:05:00,111,6.2,181.0,11.0,127.0,9.0,3.0,0.0,68.9,68.9,66.8,66.8,60.1,60.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:10:00,118,6.6,192.0,11.7,135.0,9.6,3.0,0.0,68.2,68.2,66.1,66.1,59.5,59.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:15:00,119,6.9,194.0,12.2,136.0,10.0,3.0,0.0,67.8,67.8,65.7,65.7,59.1,59.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:20:00,122,7.1,198.0,12.6,139.0,10.3,3.0,0.0,67.5,67.5,65.4,65.4,58.8,58.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:25:00,122,7.3,198.0,12.9,139.0,10.5,3.0,0.0,67.1,67.1,65.1,65.1,58.6,58.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:30:00,122,7.4,198.0,13.1,139.0,10.7,3.0,0.0,66.8,66.8,64.8,64.8,58.3,58.3,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:35:00,124,7.6,202.0,13.5,142.0,11.0,3.0,0.0,66.7,66.7,64.7,64.7,58.2,58.2,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:40:00,126,7.8,205.0,13.8,144.0,11.3,3.0,0.0,66.6,66.6,64.6,64.6,58.1,58.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:45:00,127,7.8,207.0,13.9,145.0,11.4,3.0,0.0,66.5,66.5,64.5,64.5,58.0,58.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:50:00,126,7.7,205.0,13.7,144.0,11.2,3.0,0.0,66.5,66.5,64.5,64.5,58.0,58.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 06:55:00,124,7.6,201.0,13.5,142.0,11.1,3.0,0.0,66.5,66.5,64.5,64.5,58.0,58.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:00:00,123,7.6,200.0,13.4,141.0,11.0,3.0,0.0,66.4,66.4,64.4,64.4,57.9,57.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:05:00,125,7.7,204.0,13.7,143.0,11.2,3.0,0.0,66.2,66.2,64.2,64.2,57.7,57.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:10:00,129,8.0,210.0,14.2,148.0,11.6,3.0,0.0,65.9,65.9,63.9,63.9,57.5,57.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:15:00,132,8.2,214.0,14.6,150.0,11.9,3.0,0.0,65.7,65.7,63.7,63.7,57.3,57.3,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:20:00,134,8.5,217.0,15.0,153.0,12.2,3.0,0.0,65.2,65.2,63.3,63.3,56.9,56.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:25:00,133,8.5,217.0,15.1,152.0,12.4,3.0,0.0,64.9,64.9,62.9,62.9,56.6,56.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:30:00,135,8.8,220.0,15.5,154.0,12.7,3.0,0.0,64.4,64.4,62.4,62.4,56.2,56.2,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:35:00,136,8.9,220.0,15.7,155.0,12.9,3.0,0.0,64.0,64.0,62.0,62.0,55.8,55.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:40:00,136,9.0,221.0,16.0,156.0,13.1,3.0,0.0,63.6,63.6,61.6,61.6,55.4,55.4,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:45:00,135,9.0,220.0,16.0,155.0,13.1,3.0,0.0,63.1,63.1,61.2,61.2,55.1,55.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:50:00,133,8.8,217.0,15.6,152.0,12.8,3.0,0.0,63.1,63.1,61.2,61.2,55.1,55.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 07:55:00,130,8.6,212.0,15.3,149.0,12.5,3.0,0.0,63.1,63.1,61.2,61.2,55.1,55.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:00:00,130,8.5,211.0,15.0,148.0,12.3,3.0,0.0,63.0,63.0,61.1,61.1,55.0,55.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:05:00,130,8.6,211.0,15.2,148.0,12.4,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:10:00,130,8.6,212.0,15.2,149.0,12.5,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:15:00,131,8.7,213.0,15.4,150.0,12.6,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:20:00,131,8.7,212.0,15.4,149.0,12.6,3.0,0.0,62.5,62.5,60.6,60.6,54.5,54.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:25:00,129,8.6,210.0,15.2,148.0,12.4,3.0,0.0,62.4,62.4,60.5,60.5,54.4,54.4,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:30:00,128,8.6,209.0,15.1,147.0,12.4,3.0,0.0,62.5,62.5,60.6,60.6,54.5,54.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:35:00,128,8.4,209.0,14.9,147.0,12.2,3.0,0.0,62.5,62.5,60.6,60.6,54.5,54.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:40:00,129,8.5,209.0,15.0,147.0,12.3,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:45:00,128,8.4,209.0,14.8,147.0,12.1,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:50:00,127,8.2,207.0,14.5,145.0,11.9,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 08:55:00,125,7.9,203.0,14.0,143.0,11.5,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:00:00,122,7.7,198.0,13.6,139.0,11.1,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:05:00,121,7.5,197.0,13.3,138.0,10.9,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:10:00,121,7.6,197.0,13.4,139.0,11.0,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:15:00,122,7.6,198.0,13.5,139.0,11.0,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:20:00,123,7.6,199.0,13.5,140.0,11.0,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:25:00,122,7.6,199.0,13.5,140.0,11.0,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:30:00,123,7.7,200.0,13.6,140.0,11.1,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:35:00,123,7.7,200.0,13.6,141.0,11.1,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:40:00,124,7.7,201.0,13.6,142.0,11.2,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:45:00,124,7.7,201.0,13.7,141.0,11.2,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:50:00,123,7.6,199.0,13.4,140.0,11.0,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 09:55:00,120,7.4,196.0,13.1,138.0,10.7,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:00:00,119,7.3,194.0,13.0,136.0,10.6,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:05:00,119,7.3,194.0,12.9,136.0,10.6,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:10:00,120,7.4,195.0,13.0,137.0,10.7,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:15:00,121,7.5,197.0,13.2,138.0,10.8,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:20:00,122,7.5,198.0,13.3,139.0,10.9,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:25:00,122,7.5,198.0,13.2,139.0,10.8,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:30:00,121,7.5,197.0,13.2,139.0,10.8,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:35:00,123,7.5,200.0,13.3,140.0,10.9,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:40:00,123,7.5,200.0,13.3,141.0,10.9,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:45:00,123,7.5,200.0,13.3,141.0,10.9,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:50:00,122,7.4,198.0,13.1,139.0,10.7,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 10:55:00,121,7.4,196.0,13.1,138.0,10.7,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:00:00,120,7.3,195.0,13.0,137.0,10.6,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:05:00,121,7.4,197.0,13.1,138.0,10.7,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:10:00,122,7.5,198.0,13.2,139.0,10.8,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:15:00,123,7.5,200.0,13.3,141.0,10.9,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:20:00,124,7.6,201.0,13.4,141.0,11.0,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:25:00,124,7.6,202.0,13.5,142.0,11.0,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:30:00,124,7.6,201.0,13.4,142.0,11.0,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:35:00,125,7.7,204.0,13.6,143.0,11.1,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:40:00,126,7.7,204.0,13.6,143.0,11.1,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:45:00,126,7.7,204.0,13.6,143.0,11.2,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:50:00,125,7.6,204.0,13.5,143.0,11.0,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 11:55:00,124,7.6,201.0,13.4,142.0,11.0,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:00:00,124,7.6,201.0,13.4,142.0,10.9,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:05:00,125,7.6,203.0,13.5,143.0,11.1,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:10:00,127,7.7,206.0,13.6,145.0,11.2,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:15:00,128,7.8,208.0,13.7,146.0,11.2,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:20:00,128,7.8,208.0,13.8,146.0,11.3,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:25:00,128,7.8,208.0,13.8,146.0,11.3,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:30:00,128,7.8,208.0,13.8,146.0,11.3,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:35:00,129,7.8,209.0,13.9,147.0,11.3,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:40:00,129,7.8,210.0,13.9,147.0,11.3,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:45:00,129,7.9,210.0,13.9,148.0,11.4,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:50:00,128,7.8,209.0,13.9,147.0,11.3,3.0,0.0,62.9,62.9,61.0,61.0,54.9,54.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 12:55:00,128,7.8,208.0,13.7,146.0,11.2,3.0,0.0,63.0,63.0,61.1,61.1,55.0,55.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:00:00,127,7.7,206.0,13.6,145.0,11.1,3.0,0.0,63.0,63.0,61.1,61.1,55.0,55.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:05:00,127,7.7,207.0,13.7,145.0,11.2,3.0,0.0,63.0,63.0,61.1,61.1,55.0,55.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:10:00,129,7.8,209.0,13.9,147.0,11.4,3.0,0.0,62.9,62.9,61.0,61.0,54.9,54.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:15:00,130,7.9,211.0,14.0,149.0,11.5,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:20:00,130,7.9,211.0,14.1,149.0,11.5,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:25:00,131,8.0,212.0,14.1,149.0,11.6,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:30:00,130,7.9,211.0,14.0,148.0,11.5,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:35:00,131,8.0,212.0,14.2,149.0,11.6,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:40:00,132,8.1,215.0,14.4,151.0,11.8,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:45:00,132,8.1,215.0,14.4,151.0,11.8,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:50:00,132,8.1,214.0,14.4,150.0,11.7,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 13:55:00,131,8.0,212.0,14.2,149.0,11.6,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:00:00,129,7.9,210.0,14.0,148.0,11.5,3.0,0.0,62.7,62.7,60.8,60.8,54.7,54.7,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:05:00,130,8.0,211.0,14.2,149.0,11.6,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:10:00,132,8.2,215.0,14.5,151.0,11.9,3.0,0.0,62.8,62.8,60.9,60.9,54.8,54.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:15:00,133,8.4,216.0,14.8,152.0,12.1,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:20:00,133,8.4,216.0,14.8,152.0,12.1,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:25:00,132,8.3,215.0,14.8,151.0,12.1,3.0,0.0,62.6,62.6,60.7,60.7,54.6,54.6,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:30:00,132,8.3,214.0,14.7,150.0,12.1,3.0,0.0,62.5,62.5,60.6,60.6,54.5,54.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:35:00,133,8.5,216.0,15.1,152.0,12.3,3.0,0.0,62.5,62.5,60.6,60.6,54.5,54.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:40:00,135,8.7,220.0,15.5,155.0,12.6,3.0,0.0,62.5,62.5,60.6,60.6,54.5,54.5,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:45:00,136,8.9,220.0,15.7,155.0,12.9,3.0,0.0,62.4,62.4,60.5,60.5,54.4,54.4,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:50:00,134,8.8,217.0,15.6,153.0,12.7,3.0,0.0,62.2,62.2,60.3,60.3,54.2,54.2,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 14:55:00,132,8.6,214.0,15.3,150.0,12.5,3.0,0.0,62.2,62.2,60.3,60.3,54.2,54.2,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:00:00,130,8.5,211.0,15.1,149.0,12.3,3.0,0.0,62.4,62.4,60.5,60.5,54.4,54.4,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:05:00,131,8.5,212.0,15.1,149.0,12.3,3.0,0.0,62.3,62.3,60.4,60.4,54.3,54.3,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:10:00,132,8.7,214.0,15.4,151.0,12.6,3.0,0.0,62.3,62.3,60.4,60.4,54.3,54.3,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:15:00,133,8.8,216.0,15.5,152.0,12.7,3.0,0.0,62.2,62.2,60.3,60.3,54.2,54.2,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:20:00,132,8.8,215.0,15.6,151.0,12.8,3.0,0.0,62.1,62.1,60.2,60.2,54.1,54.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:25:00,131,8.7,213.0,15.4,150.0,12.6,3.0,0.0,62.1,62.1,60.2,60.2,54.1,54.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:30:00,130,8.7,211.0,15.3,149.0,12.5,3.0,0.0,62.1,62.1,60.2,60.2,54.1,54.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:35:00,132,8.8,214.0,15.6,150.0,12.7,3.0,0.0,62.1,62.1,60.2,60.2,54.1,54.1,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:40:00,134,9.0,218.0,16.0,153.0,13.1,3.0,0.0,61.9,61.9,60.0,60.0,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:45:00,134,9.2,218.0,16.3,153.0,13.3,3.0,0.0,61.7,61.7,59.8,59.8,53.8,53.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:50:00,133,9.1,216.0,16.1,152.0,13.2,3.0,0.0,61.7,61.7,59.8,59.8,53.8,53.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 15:55:00,131,8.9,213.0,15.7,150.0,12.8,3.0,0.0,61.7,61.7,59.8,59.8,53.8,53.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:00:00,129,8.7,210.0,15.4,148.0,12.6,3.0,0.0,61.8,61.8,59.9,59.9,53.9,53.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:05:00,130,8.8,212.0,15.5,149.0,12.7,3.0,0.0,61.9,61.9,60.0,60.0,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:10:00,132,9.0,215.0,15.9,151.0,13.0,3.0,0.0,62.0,62.0,60.1,60.1,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:15:00,134,9.1,217.0,16.2,153.0,13.2,3.0,0.0,61.8,61.8,59.9,59.9,53.9,53.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:20:00,133,9.1,217.0,16.1,152.0,13.2,3.0,0.0,61.7,61.7,59.8,59.8,53.8,53.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:25:00,132,9.0,214.0,15.9,151.0,13.0,3.0,0.0,61.9,61.9,60.0,60.0,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:30:00,131,8.8,213.0,15.6,150.0,12.7,3.0,0.0,61.9,61.9,60.0,60.0,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:35:00,132,8.9,215.0,15.7,151.0,12.9,3.0,0.0,62.0,62.0,60.1,60.1,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:40:00,134,9.2,218.0,16.2,153.0,13.3,3.0,0.0,61.9,61.9,60.0,60.0,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:45:00,135,9.2,219.0,16.3,154.0,13.3,3.0,0.0,61.9,61.9,60.0,60.0,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:50:00,133,9.2,217.0,16.2,153.0,13.3,3.0,0.0,61.8,61.8,59.9,59.9,53.9,53.9,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 16:55:00,132,9.0,215.0,15.9,151.0,13.0,3.0,0.0,61.7,61.7,59.8,59.8,53.8,53.8,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
2024-12-30 17:00:00,131,8.8,213.0,15.7,150.0,12.8,3.0,0.0,61.9,61.9,60.0,60.0,54.0,54.0,3.0,0.0,716899,Mainline,33.883681,-118.027733,,,,,,
